n_clients,k_global,crounds,silhouette
13,4,8,0.7690903017312485
13,4,9,0.7690903017312485
13,5,3,0.7918510941535117
13,5,4,0.7743142508745464
13,5,5,0.7447699456654309
13,5,6,0.7517190814430458
13,5,7,0.7486472132555781
13,5,8,0.7231793973787103
13,5,9,0.7475323403663997
13,6,3,0.74965819615503
13,6,4,0.7423563332509326
13,6,5,0.74780264123577
13,6,6,0.7531599864015732
13,6,7,0.74780264123577
13,6,8,0.5870310644810012
13,6,9,0.7852976514890477
13,7,3,0.7392974893074452
13,7,4,0.7752220797601445
13,7,5,0.7587908518609722
13,7,6,0.7459166554998756
13,7,7,0.749717843777751
13,7,8,0.7556859122585327
13,7,9,0.7556859122585327
14,3,3,0.7859344163549383
14,3,4,0.7859344163549383
14,3,5,0.7859344163549383
14,3,6,0.785540688365476
14,3,7,0.7859344163549383
14,3,8,0.7859344163549383
14,3,9,0.7859344163549383
14,4,3,0.7858824560078037
14,4,4,0.7415144129422319
14,4,5,0.7858824560078037
14,4,6,0.7408946454679132
14,4,7,0.7972878171533503
14,4,8,0.7851478038847152
14,4,9,0.7927528715097396
14,5,3,0.7918510941535117
14,5,4,0.7901522684048128
14,5,5,0.7968343249390328
14,5,6,0.753204688325916
14,5,7,0.7553049342222101
14,5,8,0.7379870999447814
14,5,9,0.790080446974074
14,6,3,0.74965819615503
14,6,4,0.7531599864015732
14,6,5,0.7478663362077959
14,6,6,0.74965819615503
14,6,7,0.5250463654222925
14,6,8,0.4285765388108973
14,6,9,0.7531599864015732
14,7,3,0.7556859122585327
14,7,4,0.40918486511890234
14,7,5,0.7556859122585327
14,7,6,0.7556859122585327
14,7,7,0.753454879390102
14,7,8,0.7505506757791836
14,7,9,0.4699349530519226
